product_id,seller_id,product_name,category,product_desc,price,original_price,discount_rate,quantity_stock,flash_sale_id
22,3,MacBook Pro,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,112.3,201.39,0.44,90,0
23,2,Nike Air Max,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,120.62,266.94,0.55,86,0
24,6,Dell XPS 13,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,54.75,84.01,0.35,69,0
25,7,Apple Watch Series 8,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,367.21,413.43,0.11,5,0
26,17,OnePlus 11,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",60.3,75.2,0.2,454,0
27,12,Levi's Jeans,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,361.42,462.6,0.22,114,0
28,9,The Catcher in the Rye,Books,An engaging and thought-provoking book that will captivate readers of all ages.,80.66,193.4,0.58,117,0
29,1,AirPods Pro,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,317.15,448.58,0.29,467,10
30,3,Levi's Jeans,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,197.94,246.05,0.2,170,0
31,10,Sony WH-1000XM4,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,225.35,237.98,0.05,246,0
32,11,Apple Watch Series 8,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,257.13,472.67,0.46,417,0
33,10,Philips Airfryer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,37.42,80.57,0.54,345,0
34,6,Instant Pot,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,257.13,446.97,0.42,342,8
35,5,The Catcher in the Rye,Books,An engaging and thought-provoking book that will captivate readers of all ages.,263.53,334.47,0.21,478,0
36,1,iPhone 14,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",226.87,455.83,0.5,219,7
37,5,Galaxy S21,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",299.27,358.42,0.17,293,1
38,7,Hot Wheels Track,Toys,Fun and creative toys that inspire imagination and endless hours of play.,170.26,244.76,0.3,440,0
39,5,Reebok Nano X,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,52.01,69.2,0.25,479,0
40,4,Samsung Galaxy Watch,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,187.07,223.37,0.16,130,0
41,15,iPhone 14,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",109.7,224.7,0.51,253,0
42,17,Ninja Blender,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,244.16,297.2,0.18,144,0
43,6,Reebok Nano X,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,177.72,386.71,0.54,92,0
44,14,Fossil Gen 6,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,197.87,448.16,0.56,65,0
45,7,Lenovo ThinkPad,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,199.03,388.54,0.49,4,0
46,10,H&M T-Shirt,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,130.65,149.4,0.13,274,0
47,6,Instant Pot,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,167.73,231.16,0.27,82,0
48,2,Jabra Elite 85h,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,342.24,450.01,0.24,339,0
49,14,Dell XPS 13,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,23.11,28.79,0.2,77,0
50,17,OnePlus 11,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",113.86,248.47,0.54,393,0
51,14,Fossil Gen 6,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,218.94,379.66,0.42,273,0
52,17,Nike Air Max,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,100.4,219.3,0.54,287,0
53,18,West Elm Chair,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,289.66,306.93,0.06,357,0
54,14,Jabra Elite 85h,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,237.67,482.21,0.51,206,0
55,4,Samsung Galaxy Watch,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,15.7,21.8,0.28,322,0
56,4,Ninja Blender,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,383.78,406.28,0.06,309,0
57,9,MacBook Pro,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,237.75,407.71,0.42,51,7
58,6,Uniqlo Hoodie,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,417.32,472.54,0.12,354,0
59,10,Zara Jacket,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,143.47,187.61,0.24,64,0
60,19,iPhone 14,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",76.7,134.31,0.43,471,7
61,8,HP Spectre,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,356.59,497.4,0.28,338,0
62,7,Uniqlo Hoodie,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,21.81,42.99,0.49,329,9
63,15,Lenovo ThinkPad,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,78.09,91.46,0.15,318,0
64,18,1984,Books,An engaging and thought-provoking book that will captivate readers of all ages.,165.26,257.95,0.36,26,0
65,18,Sony WH-1000XM4,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,30.37,43.52,0.3,369,4
66,11,Nerf Blaster,Toys,Fun and creative toys that inspire imagination and endless hours of play.,267.45,400.07,0.33,475,0
67,4,Lenovo ThinkPad,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,305.77,478.41,0.36,272,0
68,11,Zara Jacket,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,152.23,330.79,0.54,446,0
69,11,Lenovo ThinkPad,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,197.16,412.51,0.52,274,0
70,15,Uniqlo Hoodie,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,135.41,282.04,0.52,302,0
71,14,Levi's Jeans,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,242.62,367.49,0.34,128,0
72,11,The Catcher in the Rye,Books,An engaging and thought-provoking book that will captivate readers of all ages.,385.22,475.77,0.19,93,0
73,7,West Elm Chair,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,226.4,426.91,0.47,475,0
74,1,Barbie Dreamhouse,Toys,Fun and creative toys that inspire imagination and endless hours of play.,64.83,86.4,0.25,307,0
75,11,Adidas Ultraboost,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,23.05,46.92,0.51,141,0
76,2,LEGO Star Wars,Toys,Fun and creative toys that inspire imagination and endless hours of play.,104.82,205.43,0.49,289,0
77,5,LEGO Star Wars,Toys,Fun and creative toys that inspire imagination and endless hours of play.,85.56,130.51,0.34,217,0
78,20,Reebok Nano X,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,112.2,179.08,0.37,189,0
79,8,Philips Airfryer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,198.55,358.44,0.45,126,5
80,13,1984,Books,An engaging and thought-provoking book that will captivate readers of all ages.,83.64,144.7,0.42,421,6
81,9,MacBook Pro,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,230.63,355.36,0.35,403,0
82,13,To Kill a Mockingbird,Books,An engaging and thought-provoking book that will captivate readers of all ages.,262.99,430.49,0.39,399,0
83,18,Lenovo ThinkPad,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,162.63,198.68,0.18,470,0
84,2,Ashley Dining Table,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,137.86,310.84,0.56,247,7
85,1,iPhone 14,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",81.33,93.37,0.13,340,0
86,7,Nerf Blaster,Toys,Fun and creative toys that inspire imagination and endless hours of play.,122.33,150.13,0.19,76,0
87,13,KitchenAid Mixer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,9.51,13.55,0.3,229,0
88,10,Lenovo ThinkPad,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,386.34,455.6,0.15,245,0
89,1,1984,Books,An engaging and thought-provoking book that will captivate readers of all ages.,254.58,351.3,0.28,168,0
90,7,Barbie Dreamhouse,Toys,Fun and creative toys that inspire imagination and endless hours of play.,40.72,56.1,0.27,105,0
91,20,Ninja Blender,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,296.73,337.57,0.12,156,8
92,12,Bose QC45,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,32.28,63.34,0.49,218,0
93,13,Jabra Elite 85h,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,65.98,88.12,0.25,162,0
94,11,The Catcher in the Rye,Books,An engaging and thought-provoking book that will captivate readers of all ages.,88.5,153.29,0.42,162,0
95,17,LEGO Star Wars,Toys,Fun and creative toys that inspire imagination and endless hours of play.,173.05,349.62,0.51,215,0
96,20,Nerf Blaster,Toys,Fun and creative toys that inspire imagination and endless hours of play.,67.13,104.01,0.35,243,1
97,11,OnePlus 11,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",290.22,447.6,0.35,92,0
98,19,Zara Jacket,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,40.89,75.61,0.46,108,5
99,14,Barbie Dreamhouse,Toys,Fun and creative toys that inspire imagination and endless hours of play.,172.92,320.17,0.46,53,0
100,12,Reebok Nano X,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,121.38,250.59,0.52,367,0
101,4,Adidas Ultraboost,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,93.91,192.82,0.51,436,6
102,19,Bose QC45,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,86.08,149.16,0.42,286,0
103,11,Apple Watch Series 8,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,316.4,419.74,0.25,22,0
104,17,Apple Watch Series 8,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,138.9,173.45,0.2,429,0
105,10,Adidas Ultraboost,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,149.14,161.97,0.08,154,0
106,6,To Kill a Mockingbird,Books,An engaging and thought-provoking book that will captivate readers of all ages.,384.43,498.5,0.23,80,0
107,10,Bose QC45,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,227.05,361.98,0.37,238,7
108,10,MacBook Pro,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,55.05,74.85,0.26,224,6
109,8,The Catcher in the Rye,Books,An engaging and thought-provoking book that will captivate readers of all ages.,82.83,113.23,0.27,210,0
110,4,Zara Jacket,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,192.2,216.14,0.11,278,0
111,2,Instant Pot,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,142.28,244.96,0.42,63,0
112,20,Wayfair Bed Frame,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,10.22,12.48,0.18,317,0
113,20,Puma RS-X,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,41.49,55.29,0.25,53,0
114,7,Pixel 7,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",218.04,252.13,0.14,225,0
115,6,The Catcher in the Rye,Books,An engaging and thought-provoking book that will captivate readers of all ages.,121.39,195.04,0.38,458,0
116,19,Galaxy S21,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",187.35,220.69,0.15,474,0
117,1,Levi's Jeans,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,259.79,456.7,0.43,480,0
118,20,LEGO Star Wars,Toys,Fun and creative toys that inspire imagination and endless hours of play.,6.55,16.33,0.6,197,0
119,9,Pixel 7,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",170.47,236.62,0.28,268,4
120,16,The Great Gatsby,Books,An engaging and thought-provoking book that will captivate readers of all ages.,121.89,220.67,0.45,185,6
121,20,The Great Gatsby,Books,An engaging and thought-provoking book that will captivate readers of all ages.,98.04,121.56,0.19,255,0
122,3,Lenovo ThinkPad,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,247.32,287.12,0.14,125,1
123,5,Fossil Gen 6,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,113.98,181.76,0.37,201,0
124,15,Adidas Ultraboost,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,229.59,381.04,0.4,263,0
125,19,Puma RS-X,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,385.21,459.01,0.16,304,0
126,15,Instant Pot,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,272.35,352.92,0.23,414,10
127,5,H&M T-Shirt,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,92.64,176.3,0.47,454,0
128,3,Jabra Elite 85h,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,216.93,273.11,0.21,308,0
129,17,Nerf Blaster,Toys,Fun and creative toys that inspire imagination and endless hours of play.,107.69,254.43,0.58,433,0
130,14,The Catcher in the Rye,Books,An engaging and thought-provoking book that will captivate readers of all ages.,32.11,64.68,0.5,249,0
131,16,Nerf Blaster,Toys,Fun and creative toys that inspire imagination and endless hours of play.,161.01,289.91,0.44,458,9
132,4,Apple Watch Series 8,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,252.4,395.12,0.36,388,0
133,8,Fossil Gen 6,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,222.55,406.67,0.45,368,0
134,19,AirPods Pro,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,400.17,442.75,0.1,16,0
135,8,Adidas Ultraboost,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,189.51,463.76,0.59,498,0
136,10,Dell XPS 13,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,44.08,51.73,0.15,111,0
137,20,AirPods Pro,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,219.64,498.53,0.56,300,0
138,17,Apple Watch Series 8,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,65.7,82.45,0.2,259,0
139,9,OnePlus 11,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",335.36,450.65,0.26,100,0
140,17,iPhone 14,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",62.81,107.67,0.42,373,0
141,16,Hot Wheels Track,Toys,Fun and creative toys that inspire imagination and endless hours of play.,212.13,436.02,0.51,471,0
142,2,Galaxy S21,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",231.09,279.4,0.17,239,0
143,20,Ashley Dining Table,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,203.11,263.06,0.23,20,0
144,19,Uniqlo Hoodie,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,140.96,220.88,0.36,75,0
145,14,1984,Books,An engaging and thought-provoking book that will captivate readers of all ages.,25.07,26.71,0.06,475,0
146,4,iPhone 14,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",326.9,354.9,0.08,433,0
147,17,MacBook Pro,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,161.77,211.78,0.24,113,0
148,8,Jabra Elite 85h,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,188.44,222.41,0.15,439,0
149,5,Levi's Jeans,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,91.1,189.71,0.52,301,0
150,6,Levi's Jeans,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,157.29,262.66,0.4,126,0
151,9,HP Spectre,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,119.5,192.31,0.38,239,0
152,6,Philips Airfryer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,238.07,265.52,0.1,255,4
153,10,AirPods Pro,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,137.25,178.02,0.23,368,0
154,11,Wayfair Bed Frame,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,324.67,362.28,0.1,448,1
155,13,Samsung Galaxy Watch,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,183.56,410.53,0.55,415,0
156,3,LEGO Star Wars,Toys,Fun and creative toys that inspire imagination and endless hours of play.,386.98,477.66,0.19,96,0
157,17,Apple Watch Series 8,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,441.19,484.93,0.09,461,0
158,4,Lenovo ThinkPad,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,360.06,498.24,0.28,374,2
159,9,AirPods Pro,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,33.6,51.99,0.35,179,0
160,13,Instant Pot,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,325.18,416.31,0.22,11,0
161,8,Wayfair Bed Frame,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,74.34,79.6,0.07,326,1
162,12,Sony WH-1000XM4,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,230.84,371.13,0.38,227,0
163,16,Fossil Gen 6,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,281.41,426.84,0.34,75,7
164,18,MacBook Pro,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,42.48,75.14,0.43,350,0
165,18,1984,Books,An engaging and thought-provoking book that will captivate readers of all ages.,131.14,163.93,0.2,134,4
166,15,LEGO Star Wars,Toys,Fun and creative toys that inspire imagination and endless hours of play.,470.57,499.77,0.06,67,0
167,10,Lenovo ThinkPad,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,248.24,298.45,0.17,120,2
168,4,Pixel 7,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",180.15,232.58,0.23,87,0
169,18,OnePlus 11,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",98.07,202.91,0.52,177,0
170,11,Sony WH-1000XM4,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,170.99,399.24,0.57,441,0
171,20,Samsung Galaxy Watch,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,17.66,20.02,0.12,77,0
172,11,The Great Gatsby,Books,An engaging and thought-provoking book that will captivate readers of all ages.,197.69,299.27,0.34,225,0
173,3,Ashley Dining Table,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,341.94,456.43,0.25,137,0
174,11,Jabra Elite 85h,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,229.8,289.96,0.21,120,5
175,13,The Catcher in the Rye,Books,An engaging and thought-provoking book that will captivate readers of all ages.,39.93,85.84,0.53,125,0
176,7,Ikea Sofa,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,153.96,304.09,0.49,365,0
177,11,Ikea Sofa,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,353.88,454.29,0.22,241,5
178,8,Nike Air Max,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,147.93,312.12,0.53,495,0
179,9,The Great Gatsby,Books,An engaging and thought-provoking book that will captivate readers of all ages.,268.49,300.06,0.11,471,0
180,18,KitchenAid Mixer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,54.1,68.76,0.21,460,0
181,7,The Catcher in the Rye,Books,An engaging and thought-provoking book that will captivate readers of all ages.,135.06,220.19,0.39,496,0
182,10,Pixel 7,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",99.29,123.73,0.2,399,0
183,8,Ashley Dining Table,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,206.3,499.55,0.59,239,0
184,18,H&M T-Shirt,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,156.95,322.95,0.51,338,0
185,14,The Great Gatsby,Books,An engaging and thought-provoking book that will captivate readers of all ages.,203.67,293.57,0.31,457,0
186,8,Wayfair Bed Frame,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,282.08,334.36,0.16,384,0
187,1,Nike Air Max,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,103.21,221.23,0.53,498,0
188,20,Apple Watch Series 8,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,109.29,141.13,0.23,244,0
189,10,Barbie Dreamhouse,Toys,Fun and creative toys that inspire imagination and endless hours of play.,108.05,198.27,0.46,13,6
190,4,Jabra Elite 85h,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,267.68,467.73,0.43,173,0
191,16,1984,Books,An engaging and thought-provoking book that will captivate readers of all ages.,57.18,68.42,0.16,290,0
192,12,Adidas Ultraboost,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,129.97,206.55,0.37,271,0
193,18,Wayfair Bed Frame,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,234.92,476.15,0.51,191,7
194,1,H&M T-Shirt,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,4.33,10.7,0.6,61,0
195,17,KitchenAid Mixer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,193.37,305.36,0.37,304,9
196,1,Reebok Nano X,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,169.63,402.27,0.58,21,0
197,14,The Great Gatsby,Books,An engaging and thought-provoking book that will captivate readers of all ages.,284.89,363.68,0.22,166,0
198,11,Lenovo ThinkPad,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,252.01,424.05,0.41,470,0
199,4,Instant Pot,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,229.75,296.84,0.23,400,0
200,5,H&M T-Shirt,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,207.19,314.99,0.34,137,10
