product_id,seller_id,product_name,category,product_desc,price,original_price,discount_rate,quantity_stock,flash_sale_id
144,11,Pixel 7,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",30.95,43.65,0.29,308,49
145,90,H&M T-Shirt,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,256.11,323.26,0.21,461,0
146,9,Pixel 7,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",44.29,92.12,0.52,95,24
147,64,Ninja Blender,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,191.7,263.75,0.27,369,20
148,3,KitchenAid Mixer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,244.66,495.46,0.51,200,0
149,71,Jabra Elite 85h,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,125.69,299.25,0.58,123,0
150,12,Zara Jacket,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,206.01,453.15,0.55,320,39
151,52,Galaxy S21,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",22.83,49.9,0.54,143,0
152,54,Ashley Dining Table,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,254.89,427.52,0.4,335,0
153,26,Ninja Blender,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,365.49,455.54,0.2,316,0
154,9,West Elm Chair,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,263.81,445.99,0.41,142,20
155,22,Nerf Blaster,Toys,Fun and creative toys that inspire imagination and endless hours of play.,137.78,160.1,0.14,413,48
156,63,The Great Gatsby,Books,An engaging and thought-provoking book that will captivate readers of all ages.,219.48,234.29,0.06,72,10
157,83,Levi's Jeans,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,273.53,313.86,0.13,55,0
158,2,Nike Air Max,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,55.92,74.01,0.24,299,23
159,20,Zara Jacket,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,334.86,374.97,0.11,46,9
160,66,Barbie Dreamhouse,Toys,Fun and creative toys that inspire imagination and endless hours of play.,218.69,427.96,0.49,208,0
161,71,H&M T-Shirt,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,243.1,418.76,0.42,405,40
162,7,Nerf Blaster,Toys,Fun and creative toys that inspire imagination and endless hours of play.,109.81,193.02,0.43,370,0
163,93,iPhone 14,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",168.89,287.63,0.41,56,15
164,90,Barbie Dreamhouse,Toys,Fun and creative toys that inspire imagination and endless hours of play.,259.9,318.15,0.18,494,31
165,14,To Kill a Mockingbird,Books,An engaging and thought-provoking book that will captivate readers of all ages.,181.74,307.67,0.41,40,37
166,17,Apple Watch Series 8,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,142.87,305.57,0.53,432,1
167,71,Puma RS-X,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,190.92,263.44,0.28,352,13
168,38,Ikea Sofa,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,172.08,326.28,0.47,346,0
169,43,Lenovo ThinkPad,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,63.55,82.72,0.23,130,0
170,93,Ikea Sofa,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,8.36,10.76,0.22,242,0
171,83,Apple Watch Series 8,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,313.2,458.28,0.32,132,0
172,82,Pixel 7,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",287.97,349.38,0.18,450,0
173,86,Levi's Jeans,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,215.83,238.7,0.1,155,0
174,48,Adidas Ultraboost,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,80.46,109.66,0.27,287,0
175,11,Galaxy S21,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",32.66,44.79,0.27,176,24
176,3,Ashley Dining Table,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,44.7,55.01,0.19,204,0
177,40,Ikea Sofa,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,214.15,301.59,0.29,9,14
178,1,Puma RS-X,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,271.81,287.7,0.06,182,46
179,93,Puma RS-X,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,247.79,435.34,0.43,346,38
180,23,Galaxy S21,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",52.1,100.06,0.48,299,0
181,55,Nike Air Max,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,45.11,109.97,0.59,245,0
182,34,KitchenAid Mixer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,86.5,97.8,0.12,275,35
183,2,To Kill a Mockingbird,Books,An engaging and thought-provoking book that will captivate readers of all ages.,70.18,78.39,0.1,223,0
184,32,MacBook Pro,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,342.98,450.44,0.24,207,0
185,80,MacBook Pro,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,303.74,397.52,0.24,463,0
186,94,The Great Gatsby,Books,An engaging and thought-provoking book that will captivate readers of all ages.,126.2,272.83,0.54,293,0
187,21,Ashley Dining Table,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,26.0,37.37,0.3,395,20
188,17,Sony WH-1000XM4,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,50.88,72.63,0.3,257,34
189,53,Pixel 7,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",307.27,391.2,0.21,172,0
190,57,AirPods Pro,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,151.59,164.3,0.08,456,0
191,20,Apple Watch Series 8,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,143.64,212.6,0.32,330,0
192,1,HP Spectre,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,149.07,188.67,0.21,436,0
193,40,HP Spectre,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,319.71,431.54,0.26,149,0
194,35,Galaxy S21,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",283.13,361.44,0.22,247,0
195,66,Ninja Blender,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,21.27,25.83,0.18,92,21
196,26,The Catcher in the Rye,Books,An engaging and thought-provoking book that will captivate readers of all ages.,93.06,141.54,0.34,45,44
197,13,The Great Gatsby,Books,An engaging and thought-provoking book that will captivate readers of all ages.,396.54,496.99,0.2,449,0
198,73,Nerf Blaster,Toys,Fun and creative toys that inspire imagination and endless hours of play.,167.14,224.02,0.25,106,34
199,15,LEGO Star Wars,Toys,Fun and creative toys that inspire imagination and endless hours of play.,202.45,255.77,0.21,74,46
200,35,Philips Airfryer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,91.74,138.53,0.34,199,0
201,9,Ashley Dining Table,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,93.85,140.1,0.33,312,41
202,21,West Elm Chair,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,44.48,58.97,0.25,427,27
203,10,Adidas Ultraboost,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,172.12,344.9,0.5,368,0
204,71,Fossil Gen 6,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,285.16,452.3,0.37,204,0
205,60,iPhone 14,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",26.64,32.98,0.19,335,32
206,82,KitchenAid Mixer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,86.8,128.33,0.32,423,0
207,69,Lenovo ThinkPad,Laptops,A sleek and powerful laptop designed for professionals and gamers alike.,36.8,52.94,0.3,106,23
208,2,Samsung Galaxy Watch,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,18.66,33.6,0.44,283,46
209,50,Nerf Blaster,Toys,Fun and creative toys that inspire imagination and endless hours of play.,89.84,151.43,0.41,126,29
210,24,Jabra Elite 85h,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,158.93,243.17,0.35,357,50
211,83,KitchenAid Mixer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,325.09,463.77,0.3,388,0
212,54,Garmin Fenix 7,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,209.8,401.64,0.48,53,0
213,60,Uniqlo Hoodie,Clothing,Trendy and high-quality clothing that combines style and comfort for any occasion.,78.28,177.01,0.56,418,0
214,53,To Kill a Mockingbird,Books,An engaging and thought-provoking book that will captivate readers of all ages.,40.55,74.77,0.46,224,3
215,26,Jabra Elite 85h,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,26.55,42.89,0.38,186,15
216,10,Apple Watch Series 8,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,328.03,369.13,0.11,206,0
217,96,Nike Air Max,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,127.88,174.21,0.27,311,0
218,72,Adidas Ultraboost,Shoes,Durable and comfortable shoes designed for both sports and casual wear.,317.56,411.62,0.23,42,37
219,10,Sony WH-1000XM4,Headphones,Premium noise-cancelling headphones with crystal-clear sound and long-lasting comfort.,106.25,144.69,0.27,387,3
220,73,Garmin Fenix 7,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,258.45,380.32,0.32,30,17
221,40,Ikea Sofa,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,81.35,91.34,0.11,399,49
222,65,OnePlus 11,Smartphones,"A high-performance smartphone with cutting-edge features, perfect for staying connected and productive.",126.55,214.49,0.41,183,37
223,10,KitchenAid Mixer,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,175.01,187.92,0.07,365,0
224,60,Ashley Dining Table,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,213.05,238.55,0.11,252,0
225,30,Samsung Galaxy Watch,Watches,A stylish smartwatch with advanced health tracking and customizable watch faces.,131.15,148.87,0.12,20,12
226,92,West Elm Chair,Furniture,Modern and elegant furniture to enhance the look and feel of your home.,52.77,63.56,0.17,136,46
227,22,1984,Books,An engaging and thought-provoking book that will captivate readers of all ages.,269.76,302.72,0.11,190,0
228,31,To Kill a Mockingbird,Books,An engaging and thought-provoking book that will captivate readers of all ages.,109.86,200.74,0.45,100,12
229,32,Ninja Blender,Kitchen Appliances,Essential kitchen appliance to simplify your cooking and save time.,75.82,155.11,0.51,487,41
